population_id,gene_id,portfolio_size,portfolio_site_ids,at_least_one_intact_fraction,all_targets_intact_fraction,n_haplotypes_total,n_haplotypes_callable_atleast1,n_haplotypes_callable_all,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
GNgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE02,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE02,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,0.996632996632997,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE03,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE04,1,0.986607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE01;AGAP001099__SITE05,1,0.973214285714286,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,0.996632996632997,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE03,0.995535714285714,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE04,1,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE02;AGAP001099__SITE05,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE04,1,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE03;AGAP001099__SITE05,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.97979797979798,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,2,AGAP001099__SITE04;AGAP001099__SITE05,1,0.986607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,0.996632996632997,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE03,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE04,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE02;AGAP001099__SITE05,1,0.96875,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE04,1,0.982142857142857,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE03;AGAP001099__SITE05,1,0.96875,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE01;AGAP001099__SITE04;AGAP001099__SITE05,1,0.973214285714286,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,0.996632996632997,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,1,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE04,1,0.995535714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.446666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.972826086956522,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.976430976430976,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.577464788732394,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.590909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.916666666666667,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP001099,3,AGAP001099__SITE02;AGAP001099__SITE03;AGAP001099__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
