contig,population_id,population_site_id,n_haplotypes_total,n_haplotypes_called_23bp,callable_fraction_23bp,target_23bp_exact_match_fraction,pam_intact_fraction,protospacer_exact_match_fraction,max_target_variant_alt_af,mean_target_heterozygosity_proxy,n_variable_positions,n_variant_positions_in_panel,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
3R,GHcol,AGAP010219__SITE02,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP010219__SITE02,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP010219__SITE02,80,80,1,0.9625,1,0.9625,0.0375,0.00313858695652174,2,2,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP010219__SITE02,224,224,1,0.991071428571429,1,0.991071428571429,0.00892857142857143,0.000769465394853594,2,2,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP010219__SITE03,156,156,1,1,1,1,0,0,2,2,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP010219__SITE03,150,150,1,1,1,1,0,0,2,2,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP010219__SITE03,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,2,2,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP010219__SITE03,594,594,1,1,1,1,0,0,2,2,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP010219__SITE03,142,142,1,1,1,1,0,0,2,2,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP010219__SITE03,48,48,1,1,1,1,0,0,2,2,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP010219__SITE03,138,138,1,0.992753623188406,1,0.992753623188406,0.0072463768115942,0.000625553637799878,2,2,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP010219__SITE03,110,110,1,1,1,1,0,0,2,2,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP010219__SITE03,24,24,1,1,1,1,0,0,2,2,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP010219__SITE03,80,80,1,1,1,1,0,0,2,2,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP010219__SITE03,224,224,1,0.973214285714286,1,0.973214285714286,0.0267857142857143,0.00226680346051464,2,2,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP010219__SITE04,156,156,1,1,1,1,0,0,1,1,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP010219__SITE04,150,150,1,0.886666666666667,1,0.886666666666667,0.113333333333333,0.00873816425120773,1,1,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP010219__SITE04,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP010219__SITE04,594,594,1,0.996632996632997,1,0.996632996632997,0.00336700336700337,0.000291797100463474,1,1,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP010219__SITE04,142,142,1,0.880281690140845,1,0.880281690140845,0.119718309859155,0.00916398575161933,1,1,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP010219__SITE04,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP010219__SITE04,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP010219__SITE04,110,110,1,0.8,1,0.8,0.2,0.0139130434782609,1,1,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP010219__SITE04,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP010219__SITE04,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP010219__SITE04,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP010219__SITE05,156,156,1,1,1,1,0,0,1,1,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP010219__SITE05,150,150,1,1,1,1,0,0,1,1,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP010219__SITE05,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP010219__SITE05,594,594,1,0.998316498316498,1,0.998316498316498,0.00168350168350168,0.000146145000485507,1,1,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP010219__SITE05,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP010219__SITE05,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP010219__SITE05,138,138,1,1,1,1,0,0,1,1,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP010219__SITE05,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP010219__SITE05,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP010219__SITE05,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP010219__SITE05,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008191__SITE01,156,156,1,0.897435897435897,0.993589743589744,0.903846153846154,0.0961538461538462,0.00811108252579824,10,10,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008191__SITE01,150,150,1,0.946666666666667,0.986666666666667,0.96,0.0333333333333333,0.0050975845410628,10,10,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008191__SITE01,184,184,1,0.853260869565217,0.96195652173913,0.891304347826087,0.0815217391304348,0.0120381975836278,10,10,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008191__SITE01,594,594,1,0.875420875420875,0.956228956228956,0.915824915824916,0.0757575757575758,0.0106271813928087,10,10,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008191__SITE01,142,142,1,0.950704225352113,0.985915492957746,0.964788732394366,0.0211267605633803,0.00421327721380334,10,10,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008191__SITE01,48,48,1,0.958333333333333,0.958333333333333,1,0.0416666666666667,0.00347222222222222,10,10,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008191__SITE01,138,138,1,0.884057971014493,0.884057971014493,1,0.115942028985507,0.0089129978174114,10,10,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008191__SITE01,110,110,1,0.963636363636364,0.981818181818182,0.981818181818182,0.0181818181818182,0.00310456342076895,10,10,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008191__SITE01,24,24,1,0.875,0.916666666666667,0.958333333333333,0.0833333333333333,0.0101147342995169,10,10,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008191__SITE01,80,80,1,0.95,0.975,0.975,0.025,0.00423913043478261,10,10,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008191__SITE01,224,224,1,0.870535714285714,0.950892857142857,0.915178571428571,0.0758928571428571,0.0109319543034605,10,10,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008191__SITE02,156,156,1,1,1,1,0,0,9,9,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008191__SITE02,150,150,1,0.993333333333333,0.993333333333333,1,0.00666666666666667,0.000575845410628019,9,9,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008191__SITE02,184,184,1,0.989130434782609,0.994565217391304,0.994565217391304,0.00543478260869565,0.000940042738555108,9,9,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008191__SITE02,594,594,1,0.978114478114478,0.994949494949495,0.983164983164983,0.00505050505050505,0.00189594180225127,9,9,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008191__SITE02,142,142,1,1,1,1,0,0,9,9,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008191__SITE02,48,48,1,1,1,1,0,0,9,9,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008191__SITE02,138,138,1,0.992753623188406,1,0.992753623188406,0.0072463768115942,0.000625553637799878,9,9,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008191__SITE02,110,110,1,1,1,1,0,0,9,9,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008191__SITE02,24,24,1,1,1,1,0,0,9,9,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008191__SITE02,80,80,1,1,1,1,0,0,9,9,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008191__SITE02,224,224,1,0.986607142857143,1,0.986607142857143,0.00446428571428571,0.00115939718278616,9,9,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008191__SITE03,156,156,1,0,1,0,1,0,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008191__SITE03,150,150,1,0.0133333333333333,1,0.0133333333333333,0.986666666666667,0.001143961352657,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008191__SITE03,184,184,1,0,1,0,1,0,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008191__SITE03,594,594,1,0,0.993265993265993,0,1,0.000729246300904916,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008191__SITE03,142,142,1,0,1,0,1,0,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008191__SITE03,48,48,1,0,1,0,1,0,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008191__SITE03,138,138,1,0,1,0,1,0,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008191__SITE03,110,110,1,0.0181818181818182,1,0.0181818181818182,0.981818181818182,0.00155228171038448,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008191__SITE03,24,24,1,0,1,0,1,0.00347222222222222,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008191__SITE03,80,80,1,0,1,0,1,0,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008191__SITE03,224,224,1,0,1,0,1,0,5,5,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008191__SITE04,156,156,1,0,1,0,1,0,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008191__SITE04,150,150,1,0.0133333333333333,1,0.0133333333333333,0.986666666666667,0.001143961352657,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008191__SITE04,184,184,1,0,1,0,1,0,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008191__SITE04,594,594,1,0,1,0,1,0.000729246300904916,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008191__SITE04,142,142,1,0,1,0,1,0,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008191__SITE04,48,48,1,0,1,0,1,0,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008191__SITE04,138,138,1,0,1,0,1,0,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008191__SITE04,110,110,1,0.0181818181818182,1,0.0181818181818182,0.981818181818182,0.00155228171038448,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008191__SITE04,24,24,1,0,1,0,1,0.00347222222222222,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008191__SITE04,80,80,1,0,1,0,1,0,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008191__SITE04,224,224,1,0,1,0,1,0,5,5,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008191__SITE05,156,156,1,0,1,0,1,0,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008191__SITE05,150,150,1,0.0133333333333333,1,0.0133333333333333,0.986666666666667,0.001143961352657,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008191__SITE05,184,184,1,0,1,0,1,0,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008191__SITE05,594,594,1,0,0.998316498316498,0,1,0.000729246300904916,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008191__SITE05,142,142,1,0,1,0,1,0,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008191__SITE05,48,48,1,0,1,0,1,0,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008191__SITE05,138,138,1,0,1,0,1,0,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008191__SITE05,110,110,1,0.0181818181818182,1,0.0181818181818182,0.981818181818182,0.00155228171038448,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008191__SITE05,24,24,1,0,1,0,1,0.00347222222222222,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008191__SITE05,80,80,1,0,1,0,1,0,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008191__SITE05,224,224,1,0,1,0,1,0,5,5,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005871__SITE01,156,156,1,1,1,1,0,0,1,1,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005871__SITE01,150,150,1,1,1,1,0,0,1,1,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005871__SITE01,184,184,1,1,1,1,0,0,1,1,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005871__SITE01,594,594,1,1,1,1,0,0,1,1,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005871__SITE01,142,142,1,1,1,1,0,0,1,1,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005871__SITE01,48,48,1,1,1,1,0,0,1,1,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005871__SITE01,138,138,1,0.992753623188406,1,0.992753623188406,0.0072463768115942,0.000625553637799878,1,1,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005871__SITE01,110,110,1,1,1,1,0,0,1,1,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005871__SITE01,24,24,1,1,1,1,0,0,1,1,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005871__SITE01,80,80,1,1,1,1,0,0,1,1,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005871__SITE01,224,224,1,1,1,1,0,0,1,1,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005871__SITE02,156,156,1,0.993589743589744,1,0.993589743589744,0.00641025641025641,0.000553840436783581,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005871__SITE02,150,150,1,0.966666666666667,1,0.966666666666667,0.0266666666666667,0.00283285024154589,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005871__SITE02,184,184,1,0.875,1,0.875,0.125,0.00951086956521739,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005871__SITE02,594,594,1,0.942760942760943,1,0.942760942760943,0.0505050505050505,0.00475303959420487,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005871__SITE02,142,142,1,0.971830985915493,1,0.971830985915493,0.028169014084507,0.00238048006347947,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005871__SITE02,48,48,1,0.729166666666667,1,0.729166666666667,0.270833333333333,0.0171724033816425,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005871__SITE02,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005871__SITE02,110,110,1,0.981818181818182,1,0.981818181818182,0.0181818181818182,0.00155228171038448,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005871__SITE02,24,24,1,0.75,1,0.75,0.25,0.016304347826087,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005871__SITE02,80,80,1,0.9,1,0.9,0.0875,0.00801630434782609,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005871__SITE02,224,224,1,0.924107142857143,1,0.924107142857143,0.0714285714285714,0.00615399012866016,4,4,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005871__SITE03,156,156,1,0.423076923076923,1,0.423076923076923,0.576923076923077,0.0212245948031901,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005871__SITE03,150,150,1,0.02,1,0.02,0.98,0.00170434782608696,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005871__SITE03,184,184,1,0.0434782608695652,1,0.0434782608695652,0.956521739130435,0.00455124517136517,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005871__SITE03,594,594,1,0.36026936026936,1,0.36026936026936,0.63973063973064,0.0201874796370478,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005871__SITE03,142,142,1,0.380281690140845,1,0.380281690140845,0.619718309859155,0.0204928283725624,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005871__SITE03,48,48,1,0.6875,1,0.6875,0.3125,0.0186820652173913,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005871__SITE03,138,138,1,0.492753623188406,1,0.492753623188406,0.507246376811594,0.0217345643498352,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005871__SITE03,110,110,1,0.381818181818182,1,0.381818181818182,0.618181818181818,0.0205246137261948,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005871__SITE03,24,24,1,0.25,1,0.25,0.75,0.016304347826087,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005871__SITE03,80,80,1,0.2125,1,0.2125,0.7875,0.0145516304347826,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005871__SITE03,224,224,1,0.174107142857143,1,0.174107142857143,0.825892857142857,0.0140427434560781,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005871__SITE04,156,156,1,0.807692307692308,1,0.807692307692308,0.192307692307692,0.0135065603293028,2,2,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005871__SITE04,150,150,1,0.646666666666667,1,0.646666666666667,0.353333333333333,0.0198685990338164,2,2,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005871__SITE04,184,184,1,0.53804347826087,1,0.53804347826087,0.461956521739131,0.0216132777184187,2,2,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005871__SITE04,594,594,1,0.71043771043771,1,0.71043771043771,0.28956228956229,0.0178883452196291,2,2,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005871__SITE04,142,142,1,0.830985915492958,1,0.830985915492958,0.169014084507042,0.0122128977169816,2,2,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005871__SITE04,48,48,1,0.729166666666667,0.729166666666667,0.729166666666667,0.270833333333333,0.034344806763285,2,2,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005871__SITE04,138,138,1,0.833333333333333,1,0.833333333333333,0.166666666666667,0.0120772946859903,2,2,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005871__SITE04,110,110,1,0.836363636363636,1,0.836363636363636,0.163636363636364,0.011900826446281,2,2,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005871__SITE04,24,24,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.0193236714975845,2,2,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005871__SITE04,80,80,1,0.6,1,0.6,0.4,0.0208695652173913,2,2,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005871__SITE04,224,224,1,0.6875,1,0.6875,0.3125,0.0186820652173913,2,2,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005871__SITE05,156,156,1,0.66025641025641,0.807692307692308,0.852564102564103,0.192307692307692,0.0244368693365349,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005871__SITE05,150,150,1,0.166666666666667,0.646666666666667,0.52,0.48,0.0415729468599034,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005871__SITE05,184,184,1,0.125,0.53804347826087,0.586956521739131,0.461956521739131,0.0426948919207693,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005871__SITE05,594,594,1,0.545454545454545,0.71043771043771,0.835016835016835,0.28956228956229,0.0298677991548728,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005871__SITE05,142,142,1,0.485915492957747,0.830985915492958,0.654929577464789,0.345070422535211,0.0318647956323366,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005871__SITE05,48,48,1,0.708333333333333,0.729166666666667,0.708333333333333,0.270833333333333,0.0361186594202899,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005871__SITE05,138,138,1,0.833333333333333,0.833333333333333,1,0.166666666666667,0.0120772946859903,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005871__SITE05,110,110,1,0.509090909090909,0.836363636363636,0.672727272727273,0.327272727272727,0.0310456342076895,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005871__SITE05,24,24,1,0.5,0.666666666666667,0.833333333333333,0.333333333333333,0.0314009661835749,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005871__SITE05,80,80,1,0.425,0.6,0.825,0.4,0.0334239130434783,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005871__SITE05,224,224,1,0.392857142857143,0.6875,0.700892857142857,0.3125,0.0371405695430346,4,4,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008015__SITE01,156,156,1,0.91025641025641,1,0.91025641025641,0.0897435897435897,0.00710345024726296,3,3,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008015__SITE01,150,150,1,0.933333333333333,1,0.933333333333333,0.0333333333333333,0.00560386473429952,3,3,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008015__SITE01,184,184,1,0.923913043478261,1,0.923913043478261,0.0597826086956522,0.00628236212706501,3,3,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008015__SITE01,594,594,1,0.919191919191919,1,0.919191919191919,0.0555555555555556,0.00670295400203174,3,3,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008015__SITE01,142,142,1,0.922535211267606,1,0.922535211267606,0.0422535211267606,0.00647300828855558,3,3,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008015__SITE01,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008015__SITE01,138,138,1,0.905797101449275,1,0.905797101449275,0.072463768115942,0.00769385313644375,3,3,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008015__SITE01,110,110,1,0.963636363636364,1,0.963636363636364,0.0272727272727273,0.0030901904419691,3,3,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008015__SITE01,24,24,1,0.875,1,0.875,0.125,0.00951086956521739,3,3,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008015__SITE01,80,80,1,0.95,1,0.95,0.025,0.00423913043478261,3,3,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008015__SITE01,224,224,1,0.866071428571429,1,0.866071428571429,0.102678571428571,0.0106789318988465,3,3,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008015__SITE02,156,156,1,0.743589743589744,0.743589743589744,1,0.256410256410256,0.0165794814624246,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008015__SITE02,150,150,1,0.926666666666667,0.953333333333333,0.973333333333333,0.0466666666666667,0.00615652173913044,6,6,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008015__SITE02,184,184,1,0.934782608695652,0.945652173913043,0.989130434782609,0.0543478260869565,0.00540909838086628,6,6,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008015__SITE02,594,594,1,0.878787878787879,0.885521885521886,0.986531986531987,0.114478114478115,0.00997778497412519,6,6,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008015__SITE02,142,142,1,0.908450704225352,0.915492957746479,0.957746478873239,0.0845070422535211,0.0102895388251123,6,6,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008015__SITE02,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008015__SITE02,138,138,1,0.731884057971015,0.731884057971015,0.992753623188406,0.268115942028986,0.0176890130863995,6,6,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008015__SITE02,110,110,1,0.881818181818182,0.890909090909091,0.963636363636364,0.109090909090909,0.011498383039885,6,6,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008015__SITE02,24,24,1,0.833333333333333,0.833333333333333,1,0.166666666666667,0.0120772946859903,6,6,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008015__SITE02,80,80,1,0.925,0.925,1,0.075,0.00603260869565218,6,6,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008015__SITE02,224,224,1,0.90625,0.924107142857143,0.977678571428571,0.0758928571428571,0.00801006543921917,6,6,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008015__SITE03,156,156,1,1,1,1,0,0,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008015__SITE03,150,150,1,0.98,0.986666666666667,0.993333333333333,0.0133333333333333,0.00171980676328502,6,6,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008015__SITE03,184,184,1,0.967391304347826,0.972826086956522,0.994565217391304,0.0271739130434783,0.00276875976000658,6,6,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008015__SITE03,594,594,1,0.984848484848485,0.988215488215488,0.996632996632997,0.0101010101010101,0.00130791149675647,6,6,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008015__SITE03,142,142,1,0.950704225352113,0.950704225352113,1,0.0492957746478873,0.00407527836954365,6,6,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008015__SITE03,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008015__SITE03,138,138,1,1,1,1,0,0,6,6,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008015__SITE03,110,110,1,0.963636363636364,0.963636363636364,1,0.0363636363636364,0.00304707150556953,6,6,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008015__SITE03,24,24,1,1,1,1,0,0,6,6,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008015__SITE03,80,80,1,0.975,0.975,1,0.025,0.0021195652173913,6,6,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008015__SITE03,224,224,1,0.982142857142857,0.986607142857143,0.995535714285714,0.00892857142857143,0.00154239685004437,6,6,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008015__SITE04,156,156,1,1,1,1,0,0,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008015__SITE04,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008015__SITE04,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008015__SITE04,594,594,1,0.994949494949495,0.998316498316498,0.996632996632997,0.00168350168350168,0.000438435001456521,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008015__SITE04,142,142,1,1,1,1,0,0,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008015__SITE04,48,48,1,1,1,1,0,0,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008015__SITE04,138,138,1,1,1,1,0,0,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008015__SITE04,110,110,1,1,1,1,0,0,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008015__SITE04,24,24,1,1,1,1,0,0,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008015__SITE04,80,80,1,1,1,1,0,0,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008015__SITE04,224,224,1,0.986607142857143,0.991071428571429,0.995535714285714,0.00892857142857143,0.00115593112244898,5,5,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008015__SITE05,156,156,1,0.551282051282051,1,0.551282051282051,0.448717948717949,0.0215104479318526,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008015__SITE05,150,150,1,0.913333333333333,1,0.913333333333333,0.0666666666666667,0.00711497584541063,6,6,75,TRUE,TRUE,TRUE
